"date","state","question","response","count","respondents"
"2020-06-03","Tasmania","non-household contact","Yes",23,84
"2020-06-03","Tasmania","1.5m compliance","Rarely",2,84
"2020-06-03","Tasmania","1.5m compliance","Sometimes",9,84
"2020-06-03","Tasmania","1.5m compliance","Often",35,84
"2020-06-03","Tasmania","1.5m compliance","Always",38,84
"2020-06-03","Tasmania","hand hygine","Yes, I washed or sanitised my hands immediately afterward",56,84
"2020-06-03","Tasmania","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",22,84
"2020-06-03","Tasmania","hand hygine","No",6,84
"2020-06-03","Victoria","cough","Your elbow",244,412
"2020-06-03","Victoria","cough","Your hand",44,412
"2020-06-03","Victoria","cough","A tissue",76,412
"2020-06-03","Victoria","cough","Something else (e.g. a hanky, clothing)",35,412
"2020-06-03","Victoria","cough","Nothing",13,412
"2020-06-03","Victoria","non-household contact","No",300,412
"2020-06-03","Victoria","non-household contact","Yes",112,412
"2020-06-03","Victoria","1.5m compliance","No",8,412
"2020-06-03","Victoria","1.5m compliance","Rarely",9,412
"2020-06-03","Victoria","1.5m compliance","Sometimes",57,412
"2020-06-03","Victoria","1.5m compliance","Often",154,412
"2020-06-03","Victoria","1.5m compliance","Always",184,412
"2020-06-03","Victoria","hand hygine","Yes, I washed or sanitised my hands immediately afterward",275,412
"2020-06-03","Victoria","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",106,412
"2020-06-03","Victoria","hand hygine","No",31,412
"2020-06-03","Western Australia","cough","Your elbow",186,354
"2020-06-03","Western Australia","cough","Your hand",58,354
"2020-06-03","Western Australia","cough","A tissue",71,354
"2020-06-03","Western Australia","cough","Something else (e.g. a hanky, clothing)",24,354
"2020-06-03","Western Australia","cough","Nothing",15,354
"2020-06-03","Western Australia","non-household contact","No",224,354
"2020-06-03","Western Australia","non-household contact","Yes",130,354
"2020-06-03","Western Australia","1.5m compliance","No",8,354
"2020-06-03","Western Australia","1.5m compliance","Rarely",18,354
"2020-06-03","Western Australia","1.5m compliance","Sometimes",40,354
"2020-06-03","Western Australia","1.5m compliance","Often",156,354
"2020-06-03","Western Australia","1.5m compliance","Always",132,354
"2020-06-03","Western Australia","hand hygine","Yes, I washed or sanitised my hands immediately afterward",208,354
"2020-06-03","Western Australia","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",116,354
"2020-06-03","Western Australia","hand hygine","No",30,354
