"date","state","question","response","count","respondents"
"2020-03-27","New South Wales","1.5m compliance","No",3,316
"2020-03-27","New South Wales","1.5m compliance","Rarely",12,316
"2020-03-27","New South Wales","1.5m compliance","Sometimes",22,316
"2020-03-27","New South Wales","1.5m compliance","Often",114,316
"2020-03-27","New South Wales","1.5m compliance","Always",165,316
"2020-04-03","New South Wales","1.5m compliance","No",3,326
"2020-04-03","New South Wales","1.5m compliance","Rarely",2,326
"2020-04-03","New South Wales","1.5m compliance","Sometimes",25,326
"2020-04-03","New South Wales","1.5m compliance","Often",80,326
"2020-04-03","New South Wales","1.5m compliance","Always",216,326
"2020-04-10","New South Wales","1.5m compliance","No",4,321
"2020-04-10","New South Wales","1.5m compliance","Rarely",2,321
"2020-04-10","New South Wales","1.5m compliance","Sometimes",13,321
"2020-04-10","New South Wales","1.5m compliance","Often",91,321
"2020-04-10","New South Wales","1.5m compliance","Always",211,321
"2020-04-17","New South Wales","1.5m compliance","No",2,291
"2020-04-17","New South Wales","1.5m compliance","Rarely",4,291
"2020-04-17","New South Wales","1.5m compliance","Sometimes",14,291
"2020-04-17","New South Wales","1.5m compliance","Often",78,291
"2020-04-17","New South Wales","1.5m compliance","Always",193,291
"2020-04-22","New South Wales","1.5m compliance","No",7,225
"2020-04-22","New South Wales","1.5m compliance","Rarely",4,225
"2020-04-22","New South Wales","1.5m compliance","Sometimes",25,225
"2020-04-22","New South Wales","1.5m compliance","Often",49,225
"2020-04-22","New South Wales","1.5m compliance","Always",140,225
"2020-04-29","New South Wales","1.5m compliance","No",1,196
"2020-04-29","New South Wales","1.5m compliance","Rarely",7,196
"2020-04-29","New South Wales","1.5m compliance","Sometimes",18,196
"2020-04-29","New South Wales","1.5m compliance","Often",51,196
"2020-04-29","New South Wales","1.5m compliance","Always",119,196
"2020-05-06","New South Wales","cough","Your elbow",92,194
"2020-05-06","New South Wales","cough","Your hand",25,194
"2020-05-06","New South Wales","cough","A tissue",52,194
"2020-05-06","New South Wales","cough","Something else (e.g. a hanky, clothing)",21,194
"2020-05-06","New South Wales","cough","Nothing",4,194
"2020-05-06","New South Wales","non-household contact","No",158,194
"2020-05-06","New South Wales","non-household contact","Yes",36,194
"2020-05-06","New South Wales","1.5m compliance","No",3,194
"2020-05-06","New South Wales","1.5m compliance","Rarely",7,194
"2020-05-06","New South Wales","1.5m compliance","Sometimes",19,194
"2020-05-06","New South Wales","1.5m compliance","Often",53,194
"2020-05-06","New South Wales","1.5m compliance","Always",112,194
"2020-05-06","New South Wales","hand hygine","Yes, I washed or sanitised my hands immediately afterward",138,194
"2020-05-06","New South Wales","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",43,194
"2020-05-06","New South Wales","hand hygine","No",13,194
"2020-05-13","New South Wales","cough","Your elbow",214,408
"2020-05-13","New South Wales","cough","Your hand",56,408
"2020-05-13","New South Wales","cough","A tissue",80,408
"2020-05-13","New South Wales","cough","Something else (e.g. a hanky, clothing)",40,408
"2020-05-13","New South Wales","cough","Nothing",18,408
"2020-05-13","New South Wales","non-household contact","No",296,408
"2020-05-13","New South Wales","non-household contact","Yes",112,408
"2020-05-13","New South Wales","1.5m compliance","No",5,408
"2020-05-13","New South Wales","1.5m compliance","Rarely",15,408
"2020-05-13","New South Wales","1.5m compliance","Sometimes",35,408
"2020-05-13","New South Wales","1.5m compliance","Often",142,408
"2020-05-13","New South Wales","1.5m compliance","Always",211,408
"2020-05-13","New South Wales","hand hygine","Yes, I washed or sanitised my hands immediately afterward",266,408
"2020-05-13","New South Wales","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",115,408
"2020-05-13","New South Wales","hand hygine","No",27,408
"2020-05-20","New South Wales","cough","Your elbow",224,413
"2020-05-20","New South Wales","cough","Your hand",53,413
"2020-05-20","New South Wales","cough","A tissue",68,413
"2020-05-20","New South Wales","cough","Something else (e.g. a hanky, clothing)",44,413
"2020-05-20","New South Wales","cough","Nothing",24,413
"2020-05-20","New South Wales","non-household contact","No",308,413
"2020-05-20","New South Wales","non-household contact","Yes",105,413
"2020-05-20","New South Wales","1.5m compliance","No",10,413
"2020-05-20","New South Wales","1.5m compliance","Rarely",16,413
"2020-05-20","New South Wales","1.5m compliance","Sometimes",48,413
"2020-05-20","New South Wales","1.5m compliance","Often",137,413
"2020-05-20","New South Wales","1.5m compliance","Always",202,413
"2020-05-20","New South Wales","hand hygine","Yes, I washed or sanitised my hands immediately afterward",287,413
"2020-05-20","New South Wales","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",94,413
"2020-05-20","New South Wales","hand hygine","No",32,413
"2020-05-27","New South Wales","cough","Your elbow",210,397
"2020-05-27","New South Wales","cough","Your hand",63,397
"2020-05-27","New South Wales","cough","A tissue",63,397
"2020-05-27","New South Wales","cough","Something else (e.g. a hanky, clothing)",45,397
"2020-05-27","New South Wales","cough","Nothing",16,397
"2020-05-27","New South Wales","non-household contact","No",272,397
"2020-05-27","New South Wales","non-household contact","Yes",125,397
"2020-05-27","New South Wales","1.5m compliance","No",6,397
"2020-05-27","New South Wales","1.5m compliance","Rarely",24,397
"2020-05-27","New South Wales","1.5m compliance","Sometimes",63,397
"2020-05-27","New South Wales","1.5m compliance","Often",131,397
"2020-05-27","New South Wales","1.5m compliance","Always",173,397
"2020-05-27","New South Wales","hand hygine","Yes, I washed or sanitised my hands immediately afterward",267,397
"2020-05-27","New South Wales","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",97,397
"2020-05-27","New South Wales","hand hygine","No",33,397
"2020-03-27","Northern Territory","1.5m compliance","Always",1,1
"2020-04-03","Northern Territory","1.5m compliance","Always",3,3
"2020-04-10","Northern Territory","1.5m compliance","No",1,8
"2020-04-10","Northern Territory","1.5m compliance","Often",1,8
"2020-04-10","Northern Territory","1.5m compliance","Always",6,8
"2020-04-17","Northern Territory","1.5m compliance","Sometimes",1,7
"2020-04-17","Northern Territory","1.5m compliance","Often",4,7
"2020-04-17","Northern Territory","1.5m compliance","Always",2,7
"2020-04-22","Northern Territory","1.5m compliance","Sometimes",1,15
"2020-04-22","Northern Territory","1.5m compliance","Often",5,15
"2020-04-22","Northern Territory","1.5m compliance","Always",9,15
"2020-04-29","Northern Territory","1.5m compliance","Sometimes",2,16
"2020-04-29","Northern Territory","1.5m compliance","Often",5,16
"2020-04-29","Northern Territory","1.5m compliance","Always",9,16
"2020-05-06","Northern Territory","cough","Your elbow",7,17
"2020-05-06","Northern Territory","cough","Your hand",5,17
"2020-05-06","Northern Territory","cough","A tissue",1,17
"2020-05-06","Northern Territory","cough","Something else (e.g. a hanky, clothing)",2,17
"2020-05-06","Northern Territory","cough","Nothing",2,17
"2020-05-06","Northern Territory","non-household contact","No",14,17
"2020-05-06","Northern Territory","non-household contact","Yes",3,17
"2020-05-06","Northern Territory","1.5m compliance","Rarely",1,17
"2020-05-06","Northern Territory","1.5m compliance","Often",6,17
"2020-05-06","Northern Territory","1.5m compliance","Always",10,17
"2020-05-06","Northern Territory","hand hygine","Yes, I washed or sanitised my hands immediately afterward",10,17
"2020-05-06","Northern Territory","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",3,17
"2020-05-06","Northern Territory","hand hygine","No",4,17
"2020-05-13","Northern Territory","cough","Your elbow",23,34
"2020-05-13","Northern Territory","cough","Your hand",3,34
"2020-05-13","Northern Territory","cough","A tissue",3,34
"2020-05-13","Northern Territory","cough","Something else (e.g. a hanky, clothing)",5,34
"2020-05-13","Northern Territory","non-household contact","No",22,34
"2020-05-13","Northern Territory","non-household contact","Yes",12,34
"2020-05-13","Northern Territory","1.5m compliance","No",1,34
"2020-05-13","Northern Territory","1.5m compliance","Rarely",5,34
"2020-05-13","Northern Territory","1.5m compliance","Sometimes",2,34
"2020-05-13","Northern Territory","1.5m compliance","Often",17,34
"2020-05-13","Northern Territory","1.5m compliance","Always",9,34
"2020-05-13","Northern Territory","hand hygine","Yes, I washed or sanitised my hands immediately afterward",26,34
"2020-05-13","Northern Territory","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",7,34
"2020-05-13","Northern Territory","hand hygine","No",1,34
"2020-05-20","Northern Territory","cough","Your elbow",9,28
"2020-05-20","Northern Territory","cough","Your hand",9,28
"2020-05-20","Northern Territory","cough","A tissue",7,28
"2020-05-20","Northern Territory","cough","Something else (e.g. a hanky, clothing)",2,28
"2020-05-20","Northern Territory","cough","Nothing",1,28
"2020-05-20","Northern Territory","non-household contact","No",17,28
"2020-05-20","Northern Territory","non-household contact","Yes",11,28
"2020-05-20","Northern Territory","1.5m compliance","Rarely",1,28
"2020-05-20","Northern Territory","1.5m compliance","Sometimes",6,28
"2020-05-20","Northern Territory","1.5m compliance","Often",16,28
"2020-05-20","Northern Territory","1.5m compliance","Always",5,28
"2020-05-20","Northern Territory","hand hygine","Yes, I washed or sanitised my hands immediately afterward",18,28
"2020-05-20","Northern Territory","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",8,28
"2020-05-20","Northern Territory","hand hygine","No",2,28
"2020-05-27","Northern Territory","cough","Your elbow",12,31
"2020-05-27","Northern Territory","cough","Your hand",7,31
"2020-05-27","Northern Territory","cough","A tissue",7,31
"2020-05-27","Northern Territory","cough","Something else (e.g. a hanky, clothing)",5,31
"2020-05-27","Northern Territory","non-household contact","No",18,31
"2020-05-27","Northern Territory","non-household contact","Yes",13,31
"2020-05-27","Northern Territory","1.5m compliance","No",2,31
"2020-05-27","Northern Territory","1.5m compliance","Sometimes",4,31
"2020-05-27","Northern Territory","1.5m compliance","Often",13,31
"2020-05-27","Northern Territory","1.5m compliance","Always",12,31
"2020-05-27","Northern Territory","hand hygine","Yes, I washed or sanitised my hands immediately afterward",17,31
"2020-05-27","Northern Territory","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",10,31
"2020-05-27","Northern Territory","hand hygine","No",4,31
"2020-04-22","Other","1.5m compliance","Often",2,3
"2020-04-22","Other","1.5m compliance","Always",1,3
"2020-05-06","Other","cough","Your elbow",1,2
"2020-05-06","Other","cough","A tissue",1,2
"2020-05-06","Other","non-household contact","No",2,2
"2020-05-06","Other","1.5m compliance","Rarely",1,2
"2020-05-06","Other","1.5m compliance","Always",1,2
"2020-05-06","Other","hand hygine","Yes, I washed or sanitised my hands immediately afterward",2,2
"2020-05-13","Other","cough","Your elbow",1,6
"2020-05-13","Other","cough","Your hand",1,6
"2020-05-13","Other","cough","A tissue",1,6
"2020-05-13","Other","cough","Something else (e.g. a hanky, clothing)",1,6
"2020-05-13","Other","cough","Nothing",2,6
"2020-05-13","Other","non-household contact","No",6,6
"2020-05-13","Other","1.5m compliance","Rarely",1,6
"2020-05-13","Other","1.5m compliance","Sometimes",1,6
"2020-05-13","Other","1.5m compliance","Always",4,6
"2020-05-13","Other","hand hygine","Yes, I washed or sanitised my hands immediately afterward",4,6
"2020-05-13","Other","hand hygine","No",2,6
"2020-05-20","Other","cough","Your elbow",1,8
"2020-05-20","Other","cough","Your hand",1,8
"2020-05-20","Other","cough","A tissue",3,8
"2020-05-20","Other","cough","Nothing",3,8
"2020-05-20","Other","non-household contact","No",7,8
"2020-05-20","Other","non-household contact","Yes",1,8
"2020-05-20","Other","1.5m compliance","Sometimes",2,8
"2020-05-20","Other","1.5m compliance","Often",1,8
"2020-05-20","Other","1.5m compliance","Always",5,8
"2020-05-20","Other","hand hygine","Yes, I washed or sanitised my hands immediately afterward",5,8
"2020-05-20","Other","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",2,8
"2020-05-20","Other","hand hygine","No",1,8
"2020-05-27","Other","cough","Your elbow",1,2
"2020-05-27","Other","cough","Your hand",1,2
"2020-05-27","Other","non-household contact","No",1,2
"2020-05-27","Other","non-household contact","Yes",1,2
"2020-05-27","Other","1.5m compliance","Often",1,2
"2020-05-27","Other","1.5m compliance","Always",1,2
"2020-05-27","Other","hand hygine","Yes, I washed or sanitised my hands immediately afterward",2,2
"2020-03-27","Queensland","1.5m compliance","No",1,209
"2020-03-27","Queensland","1.5m compliance","Rarely",3,209
"2020-03-27","Queensland","1.5m compliance","Sometimes",19,209
"2020-03-27","Queensland","1.5m compliance","Often",78,209
"2020-03-27","Queensland","1.5m compliance","Always",108,209
"2020-04-03","Queensland","1.5m compliance","No",3,209
"2020-04-03","Queensland","1.5m compliance","Sometimes",15,209
"2020-04-03","Queensland","1.5m compliance","Often",58,209
"2020-04-03","Queensland","1.5m compliance","Always",133,209
"2020-04-10","Queensland","1.5m compliance","No",3,202
"2020-04-10","Queensland","1.5m compliance","Rarely",2,202
"2020-04-10","Queensland","1.5m compliance","Sometimes",10,202
"2020-04-10","Queensland","1.5m compliance","Often",63,202
"2020-04-10","Queensland","1.5m compliance","Always",124,202
"2020-04-17","Queensland","1.5m compliance","No",3,219
"2020-04-17","Queensland","1.5m compliance","Rarely",2,219
"2020-04-17","Queensland","1.5m compliance","Sometimes",17,219
"2020-04-17","Queensland","1.5m compliance","Often",54,219
"2020-04-17","Queensland","1.5m compliance","Always",143,219
"2020-04-22","Queensland","1.5m compliance","No",3,180
"2020-04-22","Queensland","1.5m compliance","Rarely",2,180
"2020-04-22","Queensland","1.5m compliance","Sometimes",16,180
"2020-04-22","Queensland","1.5m compliance","Often",42,180
"2020-04-22","Queensland","1.5m compliance","Always",117,180
"2020-04-29","Queensland","1.5m compliance","No",2,183
"2020-04-29","Queensland","1.5m compliance","Rarely",5,183
"2020-04-29","Queensland","1.5m compliance","Sometimes",18,183
"2020-04-29","Queensland","1.5m compliance","Often",65,183
"2020-04-29","Queensland","1.5m compliance","Always",93,183
"2020-05-06","Queensland","cough","Your elbow",88,183
"2020-05-06","Queensland","cough","Your hand",25,183
"2020-05-06","Queensland","cough","A tissue",38,183
"2020-05-06","Queensland","cough","Something else (e.g. a hanky, clothing)",26,183
"2020-05-06","Queensland","cough","Nothing",6,183
"2020-05-06","Queensland","non-household contact","No",148,183
"2020-05-06","Queensland","non-household contact","Yes",35,183
"2020-05-06","Queensland","1.5m compliance","No",2,183
"2020-05-06","Queensland","1.5m compliance","Rarely",4,183
"2020-05-06","Queensland","1.5m compliance","Sometimes",10,183
"2020-05-06","Queensland","1.5m compliance","Often",71,183
"2020-05-06","Queensland","1.5m compliance","Always",96,183
"2020-05-06","Queensland","hand hygine","Yes, I washed or sanitised my hands immediately afterward",122,183
"2020-05-06","Queensland","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",46,183
"2020-05-06","Queensland","hand hygine","No",15,183
"2020-05-13","Queensland","cough","Your elbow",169,357
"2020-05-13","Queensland","cough","Your hand",36,357
"2020-05-13","Queensland","cough","A tissue",87,357
"2020-05-13","Queensland","cough","Something else (e.g. a hanky, clothing)",50,357
"2020-05-13","Queensland","cough","Nothing",15,357
"2020-05-13","Queensland","non-household contact","No",273,357
"2020-05-13","Queensland","non-household contact","Yes",84,357
"2020-05-13","Queensland","1.5m compliance","No",4,357
"2020-05-13","Queensland","1.5m compliance","Rarely",6,357
"2020-05-13","Queensland","1.5m compliance","Sometimes",42,357
"2020-05-13","Queensland","1.5m compliance","Often",121,357
"2020-05-13","Queensland","1.5m compliance","Always",184,357
"2020-05-13","Queensland","hand hygine","Yes, I washed or sanitised my hands immediately afterward",251,357
"2020-05-13","Queensland","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",92,357
"2020-05-13","Queensland","hand hygine","No",14,357
"2020-05-20","Queensland","cough","Your elbow",179,354
"2020-05-20","Queensland","cough","Your hand",45,354
"2020-05-20","Queensland","cough","A tissue",76,354
"2020-05-20","Queensland","cough","Something else (e.g. a hanky, clothing)",43,354
"2020-05-20","Queensland","cough","Nothing",11,354
"2020-05-20","Queensland","non-household contact","No",261,354
"2020-05-20","Queensland","non-household contact","Yes",93,354
"2020-05-20","Queensland","1.5m compliance","No",6,354
"2020-05-20","Queensland","1.5m compliance","Rarely",9,354
"2020-05-20","Queensland","1.5m compliance","Sometimes",34,354
"2020-05-20","Queensland","1.5m compliance","Often",120,354
"2020-05-20","Queensland","1.5m compliance","Always",185,354
"2020-05-20","Queensland","hand hygine","Yes, I washed or sanitised my hands immediately afterward",248,354
"2020-05-20","Queensland","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",83,354
"2020-05-20","Queensland","hand hygine","No",23,354
"2020-05-27","Queensland","cough","Your elbow",181,353
"2020-05-27","Queensland","cough","Your hand",51,353
"2020-05-27","Queensland","cough","A tissue",57,353
"2020-05-27","Queensland","cough","Something else (e.g. a hanky, clothing)",48,353
"2020-05-27","Queensland","cough","Nothing",16,353
"2020-05-27","Queensland","non-household contact","No",262,353
"2020-05-27","Queensland","non-household contact","Yes",91,353
"2020-05-27","Queensland","1.5m compliance","No",7,353
"2020-05-27","Queensland","1.5m compliance","Rarely",12,353
"2020-05-27","Queensland","1.5m compliance","Sometimes",34,353
"2020-05-27","Queensland","1.5m compliance","Often",123,353
"2020-05-27","Queensland","1.5m compliance","Always",177,353
"2020-05-27","Queensland","hand hygine","Yes, I washed or sanitised my hands immediately afterward",227,353
"2020-05-27","Queensland","hand hygine","I washed or sanitised my hands as soon as I could, but there was a delay",94,353
"2020-05-27","Queensland","hand hygine","No",32,353
"2020-03-27","South Australia","1.5m compliance","Rarely",2,71
"2020-03-27","South Australia","1.5m compliance","Sometimes",4,71
"2020-03-27","South Australia","1.5m compliance","Often",30,71
"2020-03-27","South Australia","1.5m compliance","Always",35,71
"2020-04-03","South Australia","1.5m compliance","Sometimes",4,70
"2020-04-03","South Australia","1.5m compliance","Often",24,70
"2020-04-03","South Australia","1.5m compliance","Always",42,70
"2020-04-10","South Australia","1.5m compliance","No",1,72
"2020-04-10","South Australia","1.5m compliance","Rarely",1,72
"2020-04-10","South Australia","1.5m compliance","Sometimes",2,72
"2020-04-10","South Australia","1.5m compliance","Often",27,72
"2020-04-10","South Australia","1.5m compliance","Always",41,72
"2020-04-17","South Australia","1.5m compliance","No",2,76
"2020-04-17","South Australia","1.5m compliance","Sometimes",2,76
"2020-04-17","South Australia","1.5m compliance","Often",22,76
