date,state,question,response,count,respondents
2020-07-22,QLD,non-household contact,Yes,126,358
2020-07-22,SA,1.5m compliance,Always,113,315
2020-07-22,SA,1.5m compliance,No,4,315
2020-07-22,SA,1.5m compliance,Often,144,315
2020-07-22,SA,1.5m compliance,Rarely,6,315
2020-07-22,SA,1.5m compliance,Sometimes,48,315
2020-07-22,SA,cough,A tissue,57,315
2020-07-22,SA,cough,Nothing,6,315
2020-07-22,SA,cough,"Something else (e.g. a hanky, clothing)",48,315
2020-07-22,SA,cough,Your elbow,168,315
2020-07-22,SA,cough,Your hand,36,315
2020-07-22,SA,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",101,315
2020-07-22,SA,hand hygine,No,34,315
2020-07-22,SA,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",180,315
2020-07-22,SA,non-household contact,No,197,315
2020-07-22,SA,non-household contact,Yes,118,315
2020-07-22,TAS,1.5m compliance,Always,30,84
2020-07-22,TAS,1.5m compliance,Often,39,84
2020-07-22,TAS,1.5m compliance,Rarely,1,84
2020-07-22,TAS,1.5m compliance,Sometimes,14,84
2020-07-22,TAS,cough,A tissue,12,84
2020-07-22,TAS,cough,Nothing,2,84
2020-07-22,TAS,cough,"Something else (e.g. a hanky, clothing)",11,84
2020-07-22,TAS,cough,Your elbow,48,84
2020-07-22,TAS,cough,Your hand,11,84
2020-07-22,TAS,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",19,84
2020-07-22,TAS,hand hygine,No,3,84
2020-07-22,TAS,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",62,84
2020-07-22,TAS,non-household contact,No,63,84
2020-07-22,TAS,non-household contact,Yes,21,84
2020-07-22,VIC,1.5m compliance,Always,221,397
2020-07-22,VIC,1.5m compliance,No,5,397
2020-07-22,VIC,1.5m compliance,Often,137,397
2020-07-22,VIC,1.5m compliance,Rarely,9,397
2020-07-22,VIC,1.5m compliance,Sometimes,25,397
2020-07-22,VIC,cough,A tissue,73,397
2020-07-22,VIC,cough,Nothing,11,397
2020-07-22,VIC,cough,"Something else (e.g. a hanky, clothing)",39,397
2020-07-22,VIC,cough,Your elbow,233,397
2020-07-22,VIC,cough,Your hand,41,397
2020-07-22,VIC,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",81,397
2020-07-22,VIC,hand hygine,No,20,397
2020-07-22,VIC,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",296,397
2020-07-22,VIC,non-household contact,No,333,397
2020-07-22,VIC,non-household contact,Yes,64,397
2020-07-22,WA,1.5m compliance,Always,108,354
2020-07-22,WA,1.5m compliance,No,8,354
2020-07-22,WA,1.5m compliance,Often,158,354
2020-07-22,WA,1.5m compliance,Rarely,7,354
2020-07-22,WA,1.5m compliance,Sometimes,73,354
2020-07-22,WA,cough,A tissue,66,354
2020-07-22,WA,cough,Nothing,14,354
2020-07-22,WA,cough,"Something else (e.g. a hanky, clothing)",36,354
2020-07-22,WA,cough,Your elbow,188,354
2020-07-22,WA,cough,Your hand,50,354
2020-07-22,WA,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",105,354
2020-07-22,WA,hand hygine,No,44,354
2020-07-22,WA,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",205,354
2020-07-22,WA,non-household contact,No,196,354
2020-07-22,WA,non-household contact,Yes,158,354
