date,state,question,response,count,respondents
2020-07-08,SA,cough,Your elbow,177,311
2020-07-08,SA,cough,Your hand,41,311
2020-07-08,SA,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",94,311
2020-07-08,SA,hand hygine,No,24,311
2020-07-08,SA,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",193,311
2020-07-08,SA,non-household contact,No,191,311
2020-07-08,SA,non-household contact,Yes,120,311
2020-07-08,TAS,1.5m compliance,Always,34,86
2020-07-08,TAS,1.5m compliance,No,2,86
2020-07-08,TAS,1.5m compliance,Often,38,86
2020-07-08,TAS,1.5m compliance,Rarely,2,86
2020-07-08,TAS,1.5m compliance,Sometimes,10,86
2020-07-08,TAS,cough,A tissue,12,86
2020-07-08,TAS,cough,Nothing,3,86
2020-07-08,TAS,cough,"Something else (e.g. a hanky, clothing)",14,86
2020-07-08,TAS,cough,Your elbow,49,86
2020-07-08,TAS,cough,Your hand,8,86
2020-07-08,TAS,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",32,86
2020-07-08,TAS,hand hygine,No,1,86
2020-07-08,TAS,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",53,86
2020-07-08,TAS,non-household contact,No,59,86
2020-07-08,TAS,non-household contact,Yes,27,86
2020-07-08,VIC,1.5m compliance,Always,176,403
2020-07-08,VIC,1.5m compliance,No,6,403
2020-07-08,VIC,1.5m compliance,Often,171,403
2020-07-08,VIC,1.5m compliance,Rarely,7,403
2020-07-08,VIC,1.5m compliance,Sometimes,43,403
2020-07-08,VIC,cough,A tissue,73,403
2020-07-08,VIC,cough,Nothing,9,403
2020-07-08,VIC,cough,"Something else (e.g. a hanky, clothing)",45,403
2020-07-08,VIC,cough,Your elbow,234,403
2020-07-08,VIC,cough,Your hand,42,403
2020-07-08,VIC,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",102,403
2020-07-08,VIC,hand hygine,No,25,403
2020-07-08,VIC,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",276,403
2020-07-08,VIC,non-household contact,No,278,403
2020-07-08,VIC,non-household contact,Yes,125,403
2020-07-08,WA,1.5m compliance,Always,101,358
2020-07-08,WA,1.5m compliance,No,8,358
2020-07-08,WA,1.5m compliance,Often,171,358
2020-07-08,WA,1.5m compliance,Rarely,10,358
2020-07-08,WA,1.5m compliance,Sometimes,68,358
2020-07-08,WA,cough,A tissue,69,358
2020-07-08,WA,cough,Nothing,12,358
2020-07-08,WA,cough,"Something else (e.g. a hanky, clothing)",43,358
2020-07-08,WA,cough,Your elbow,191,358
2020-07-08,WA,cough,Your hand,43,358
2020-07-08,WA,hand hygine,"I washed or sanitised my hands as soon as I could, but there was a delay",126,358
2020-07-08,WA,hand hygine,No,34,358
2020-07-08,WA,hand hygine,"Yes, I washed or sanitised my hands immediately afterward",198,358
2020-07-08,WA,non-household contact,No,176,358
2020-07-08,WA,non-household contact,Yes,182,358
